Pod Name,Container Name,Timestamp,CPU Usage (millicores),Memory Usage (bytes)
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:10:16,26.875,99480Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:10:16,22.596,182232Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:10:16,46.087,108812Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:10:18,44.849,101796Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:10:18,51.138,168252Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:10:19,26.875,99480Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:10:19,22.596,182232Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:10:19,46.087,108812Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:10:21,44.849,101796Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:10:21,51.138,168252Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:10:21,26.875,99480Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:10:22,22.596,182232Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:10:22,46.087,108812Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:10:24,44.849,101796Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:10:24,51.138,168252Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:10:24,26.875,99480Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:10:24,22.596,182232Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:10:25,46.087,108812Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:10:27,94.941,103064Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:10:27,32.888,168568Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:10:27,27.434,99992Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:10:27,24.491,182736Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:10:28,49.222,108904Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:10:30,94.941,103064Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:10:30,32.888,168568Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:10:30,27.434,99992Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:10:30,24.491,182736Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:10:30,49.222,108904Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:10:33,94.941,103064Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:10:33,32.888,168568Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:10:33,27.434,99992Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:10:33,24.491,182736Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:10:33,49.222,108904Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:10:35,94.941,103064Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:10:36,32.888,168568Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:10:36,27.434,99992Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:10:36,24.491,182736Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:10:36,49.222,108904Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:10:38,94.941,103064Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:10:39,32.888,168568Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:10:39,27.434,99992Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:10:39,24.491,182736Ki
