Timestamp,Response Time (ms),Success
2024-06-16T01:36:58,7645.16,1
2024-06-16T01:36:57,8536.87,1
2024-06-16T01:36:56,9729.28,1
2024-06-16T01:36:58,6997.96,1
2024-06-16T01:36:56,9533.51,1
2024-06-16T01:36:57,8362.1,1
2024-06-16T01:36:58,8032.78,1
2024-06-16T01:37:00,6220.75,1
2024-06-16T01:36:56,10249.1,1
2024-06-16T01:36:55,11228.8,1
2024-06-16T01:37:00,6992.88,1
2024-06-16T01:37:02,9088.49,1
2024-06-16T01:37:00,15065.9,1
2024-06-16T01:37:03,12615.2,1
2024-06-16T01:36:59,17008.3,1
2024-06-16T01:37:00,15917.6,1
2024-06-16T01:37:08,7830.72,1
2024-06-16T01:37:07,8086.14,1
2024-06-16T01:36:59,16358,1
2024-06-16T01:37:06,10488.3,1
2024-06-16T01:37:03,12422.9,1
2024-06-16T01:37:05,10377.1,1
2024-06-16T01:37:05,10257,1
2024-06-16T01:36:57,18495,1
2024-06-16T01:37:02,13458,1
2024-06-16T01:37:09,7253.18,1
2024-06-16T01:37:04,11352.9,1
2024-06-16T01:37:04,12052.7,1
2024-06-16T01:37:05,10991.1,1
2024-06-16T01:37:10,4970.72,1
2024-06-16T01:36:59,17104.7,1
2024-06-16T01:36:57,19328.6,1
2024-06-16T01:37:02,13783.3,1
2024-06-16T01:37:01,14443.8,1
2024-06-16T01:37:07,8749.02,1
2024-06-16T01:37:01,14968.3,1
2024-06-16T01:36:55,21113,1
2024-06-16T01:36:55,21440.9,1
2024-06-16T01:37:03,13144.8,1
2024-06-16T01:37:06,10304.9,1
2024-06-16T01:37:14,2804.21,1
2024-06-16T01:37:15,1112.48,1
2024-06-16T01:37:15,1529.44,1
2024-06-16T01:37:10,6678.08,1
2024-06-16T01:37:01,15777.8,1
2024-06-16T01:37:14,2657.28,1
2024-06-16T01:37:12,4356.98,1
2024-06-16T01:37:12,4430.72,1
2024-06-16T01:37:11,6428.98,1
2024-06-16T01:37:09,8113.12,1
2024-06-16T01:37:13,5077.28,1
2024-06-16T01:37:04,19525.5,0
2024-06-16T01:37:11,14521.6,0
2024-06-16T01:37:17,10289.3,0
2024-06-16T01:37:08,18879.4,0
2024-06-16T01:37:13,14239.3,0
2024-06-16T01:37:17,10112.5,0
2024-06-16T01:37:09,17404.2,0
2024-06-16T01:37:16,11494.2,0
2024-06-16T01:37:06,21188.8,0
2024-06-16T01:37:08,18896.5,0
2024-06-16T01:37:21,6394.37,0
2024-06-16T01:37:21,5922.03,0
2024-06-16T01:37:18,9446.74,0
2024-06-16T01:37:16,10339.2,0
2024-06-16T01:37:22,5432.65,0
2024-06-16T01:37:10,17764.2,0
2024-06-16T01:37:17,9459.66,0
2024-06-16T01:37:15,11956.1,0
2024-06-16T01:37:16,10455.4,0
2024-06-16T01:37:18,9085.71,0
2024-06-16T01:37:11,15768.7,0
2024-06-16T01:37:14,12669,0
2024-06-16T01:37:07,20383.9,0
2024-06-16T01:37:16,11468.4,0
2024-06-16T01:37:03,24684.6,0
2024-06-16T01:37:06,20904.6,0
2024-06-16T01:37:19,7880.83,0
2024-06-16T01:37:18,8832.84,0
2024-06-16T01:37:13,13893.2,0
2024-06-16T01:37:20,6968.38,0
2024-06-16T01:37:21,5909.27,0
2024-06-16T01:37:20,7332.79,0
2024-06-16T01:37:13,14359,0
2024-06-16T01:37:23,4686,1
2024-06-16T01:37:27,515.798,1
2024-06-16T01:37:27,520.041,1
2024-06-16T01:37:26,1488.48,1
2024-06-16T01:37:24,4260.45,1
2024-06-16T01:37:24,3899.98,1
2024-06-16T01:37:26,2988.71,1
2024-06-16T01:37:25,7986.76,1
2024-06-16T01:37:26,7018.84,1
2024-06-16T01:37:28,5157.89,1
2024-06-16T01:37:22,10646.5,1
2024-06-16T01:37:23,9610.84,1
2024-06-16T01:37:26,7004.92,1
2024-06-16T01:37:19,14044,1
2024-06-16T01:37:12,20896,1
2024-06-16T01:37:22,11208.3,1
2024-06-16T01:37:19,14527.6,1
2024-06-16T01:37:25,8700.35,1
2024-06-16T01:37:32,1598.25,1
2024-06-16T01:37:29,4212.32,1
2024-06-16T01:37:28,5969.95,1
2024-06-16T01:37:29,5152.11,1
2024-06-16T01:37:22,11836.2,1
2024-06-16T01:37:32,2568.89,1
2024-06-16T01:37:33,1785.02,1
2024-06-16T01:37:20,14955.9,1
2024-06-16T01:37:28,7100.53,1
2024-06-16T01:37:32,7525.39,1
2024-06-16T01:37:38,1669.98,1
2024-06-16T01:37:35,4809.36,1
2024-06-16T01:37:39,1357.19,1
2024-06-16T01:37:30,9846.02,1
2024-06-16T01:37:35,4797.07,1
2024-06-16T01:37:35,4676.78,1
2024-06-16T01:37:38,1843.13,1
2024-06-16T01:37:34,5599.72,1
2024-06-16T01:37:38,2526.91,1
2024-06-16T01:37:24,15963.8,1
