Timestamp,Response Time (ms),Success
2024-06-16T02:02:34,5389.56,1
2024-06-16T02:02:34,4965.58,1
2024-06-16T02:02:36,2833.95,1
2024-06-16T02:02:39,710.235,1
2024-06-16T02:02:37,2342.53,1
2024-06-16T02:02:37,3060.39,1
2024-06-16T02:02:38,1125.61,1
2024-06-16T02:02:35,4864.31,1
2024-06-16T02:02:38,1890.4,1
2024-06-16T02:02:37,2177.79,1
2024-06-16T02:02:37,2483.13,1
2024-06-16T02:02:40,4362.32,1
2024-06-16T02:02:40,4963.18,1
2024-06-16T02:02:40,4904.15,1
2024-06-16T02:02:40,4348.47,1
2024-06-16T02:02:39,5986.81,1
2024-06-16T02:02:41,4324.64,1
2024-06-16T02:02:35,10756,1
2024-06-16T02:02:44,1655.98,1
2024-06-16T02:02:36,10596.6,1
2024-06-16T02:02:46,323.491,1
2024-06-16T02:02:43,2807.27,1
2024-06-16T02:02:41,5148.05,1
2024-06-16T02:02:35,10652.5,1
2024-06-16T02:02:39,7567.16,1
2024-06-16T02:02:45,1099.61,1
2024-06-16T02:02:43,3332.1,1
2024-06-16T02:02:46,303.836,1
2024-06-16T02:02:38,13747.6,1
2024-06-16T02:02:45,6714.26,1
2024-06-16T02:02:36,15900.4,1
2024-06-16T02:02:51,234.925,1
2024-06-16T02:02:43,9491.26,1
2024-06-16T02:02:42,9960.84,1
2024-06-16T02:02:47,5089.25,1
2024-06-16T02:02:44,7435.44,1
2024-06-16T02:02:48,3504.39,1
2024-06-16T02:02:45,7292.86,1
2024-06-16T02:02:49,3082.24,1
2024-06-16T02:02:51,1102.68,1
2024-06-16T02:02:48,3797.41,1
2024-06-16T02:02:49,2987.91,1
2024-06-16T02:02:47,4243.67,1
2024-06-16T02:02:49,2491.47,1
2024-06-16T02:02:51,1239.69,1
2024-06-16T02:02:50,2482.39,1
2024-06-16T02:02:52,706.169,1
2024-06-16T02:02:44,8351.69,1
2024-06-16T02:02:50,2428.16,1
2024-06-16T02:02:42,9895.43,1
2024-06-16T02:02:49,7897.97,1
2024-06-16T02:02:50,6670.64,1
2024-06-16T02:02:52,5246.59,1
2024-06-16T02:02:53,4524.87,1
2024-06-16T02:02:52,5131.32,1
2024-06-16T02:02:43,14296.4,1
2024-06-16T02:02:47,10376.3,1
2024-06-16T02:02:41,16141.2,1
2024-06-16T02:02:42,14987.6,1
2024-06-16T02:02:46,10552.1,1
2024-06-16T02:02:46,11537.5,1
2024-06-16T02:02:53,4395.57,1
2024-06-16T02:02:48,9903.86,1
2024-06-16T02:02:54,4004.09,1
2024-06-16T02:02:57,1065.29,1
2024-06-16T02:02:53,5338.08,1
2024-06-16T02:02:56,1833.37,1
2024-06-16T02:02:55,3453.55,1
2024-06-16T02:02:55,3131.59,1
2024-06-16T02:02:56,2600.07,1
2024-06-16T02:02:58,827.698,1
2024-06-16T02:02:53,4904.48,1
2024-06-16T02:02:57,1975.44,1
2024-06-16T02:02:55,9748.32,1
2024-06-16T02:02:56,8829.73,1
2024-06-16T02:03:02,3213.99,1
2024-06-16T02:02:59,5513.07,1
2024-06-16T02:03:01,3678.07,1
2024-06-16T02:02:58,6153.68,1
2024-06-16T02:03:00,4160.63,1
2024-06-16T02:03:04,1099.61,1
2024-06-16T02:02:59,5220.32,1
2024-06-16T02:02:59,4809.82,1
2024-06-16T02:02:59,5988.56,1
2024-06-16T02:03:00,4454.7,1
2024-06-16T02:03:02,2305.91,1
2024-06-16T02:02:54,10883.3,1
2024-06-16T02:02:57,7088.89,1
2024-06-16T02:02:58,6290.41,1
2024-06-16T02:03:00,4506.33,1
2024-06-16T02:03:01,2884.97,1
2024-06-16T02:02:54,9927.96,1
2024-06-16T02:03:03,1352.58,1
2024-06-16T02:03:02,1963.42,1
2024-06-16T02:03:03,6949.72,1
2024-06-16T02:03:01,8590.45,1
2024-06-16T02:03:05,5257.42,1
2024-06-16T02:03:04,5320.7,1
2024-06-16T02:03:04,4989.02,1
2024-06-16T02:03:05,3928.84,1
2024-06-16T02:03:07,2918.16,1
2024-06-16T02:03:03,5737.4,1
2024-06-16T02:03:06,3460.82,1
2024-06-16T02:03:05,4647.66,1
2024-06-16T02:03:06,3548.19,1
2024-06-16T02:02:56,14522.8,0
2024-06-16T02:03:12,755.624,1
2024-06-16T02:03:02,9816.46,1
2024-06-16T02:03:09,2954.41,1
2024-06-16T02:03:11,1776.23,1
2024-06-16T02:03:07,5043.63,1
2024-06-16T02:03:11,2119.54,1
2024-06-16T02:03:07,5385.62,1
2024-06-16T02:03:08,4507.54,1
2024-06-16T02:03:06,6388.1,1
2024-06-16T02:03:10,2423.88,1
2024-06-16T02:03:13,361.903,1
2024-06-16T02:03:08,4213.91,1
2024-06-16T02:03:05,7708.68,1
2024-06-16T02:03:12,1506.25,1
2024-06-16T02:03:09,4023.54,1
2024-06-16T02:03:08,5719.48,1
2024-06-16T02:03:13,603.931,1
2024-06-16T02:03:12,816.112,1
2024-06-16T02:03:11,2051.69,1
2024-06-16T02:03:15,12668.6,1
2024-06-16T02:03:10,17653,1
2024-06-16T02:03:23,5289.03,1
2024-06-16T02:03:17,10907.2,1
2024-06-16T02:03:17,11411.3,1
2024-06-16T02:03:22,6292.33,1
2024-06-16T02:03:16,12555.1,1
2024-06-16T02:03:18,9885.46,1
2024-06-16T02:03:20,7656.62,1
2024-06-16T02:03:14,14176.6,1
2024-06-16T02:03:16,11697.4,1
2024-06-16T02:03:23,5523.46,1
2024-06-16T02:03:17,11614.1,1
2024-06-16T02:03:13,14908.5,1
2024-06-16T02:03:15,13143,1
2024-06-16T02:03:08,20770.6,1
2024-06-16T02:03:14,14244.8,1
2024-06-16T02:03:10,18505.1,1
2024-06-16T02:03:19,8930.64,1
2024-06-16T02:03:19,8597.81,1
2024-06-16T02:03:20,8151.42,1
2024-06-16T02:03:15,13409.6,1
2024-06-16T02:03:18,10154.6,1
2024-06-16T02:03:15,13479.6,1
2024-06-16T02:03:21,7310.42,1
2024-06-16T02:03:22,5719.91,1
2024-06-16T02:03:09,19084,1
2024-06-16T02:03:18,10659.7,1
2024-06-16T02:03:12,16008,1
2024-06-16T02:03:16,12292.3,1
2024-06-16T02:03:18,10623.2,1
2024-06-16T02:03:14,14676,1
2024-06-16T02:03:20,9815.43,1
2024-06-16T02:03:25,3815.03,1
2024-06-16T02:03:21,7818.29,1
2024-06-16T02:03:29,733.743,1
2024-06-16T02:03:21,8223.3,1
2024-06-16T02:03:26,2630.76,1
2024-06-16T02:03:28,490.674,1
2024-06-16T02:03:28,1342.77,1
2024-06-16T02:03:21,8176.11,1
2024-06-16T02:03:27,2398.58,1
2024-06-16T02:03:25,4223.55,1
2024-06-16T02:03:24,5631.79,1
2024-06-16T02:03:26,3796.54,1
2024-06-16T02:03:29,310.574,1
2024-06-16T02:03:19,10988.9,1
2024-06-16T02:03:24,5869.89,1
2024-06-16T02:03:26,4200.34,1
2024-06-16T02:03:25,5202.18,1
2024-06-16T02:03:24,5999.53,1
2024-06-16T02:03:23,6923.56,1
2024-06-16T02:03:22,8285.46,1
2024-06-16T02:03:24,6171.71,1
2024-06-16T02:03:29,1691.93,1
2024-06-16T02:03:27,4531.41,1
2024-06-16T02:03:34,1067.87,1
2024-06-16T02:03:31,3834.89,1
2024-06-16T02:03:33,1683.27,1
2024-06-16T02:03:28,6572.98,1
2024-06-16T02:03:31,3366.55,1
2024-06-16T02:03:31,4599.49,1
2024-06-16T02:03:32,2787.54,1
2024-06-16T02:03:27,8492.13,1
2024-06-16T02:03:30,5495.71,1
2024-06-16T02:03:31,3911.57,1
2024-06-16T02:03:27,7811.86,1
2024-06-16T02:03:32,4399.49,1
2024-06-16T02:03:30,11083.9,1
2024-06-16T02:03:34,7048.72,1
2024-06-16T02:03:30,10697.8,1
2024-06-16T02:03:34,6742.82,1
2024-06-16T02:03:33,8119.86,1
2024-06-16T02:03:32,8781.6,1
2024-06-16T02:03:33,9495.34,1
2024-06-16T02:03:45,651.712,1
2024-06-16T02:03:45,607.056,1
2024-06-16T02:03:46,1312.54,1
2024-06-16T02:03:49,3855.57,1
2024-06-16T02:03:45,7547.45,1
2024-06-16T02:03:48,5155.28,1
2024-06-16T02:03:47,5452.65,1
2024-06-16T02:03:47,6411.37,1
2024-06-16T02:03:47,6013.95,1
2024-06-16T02:03:49,3527.05,1
2024-06-16T02:03:45,8025.27,1
2024-06-16T02:03:51,1798.99,1
2024-06-16T02:03:52,816.267,1
2024-06-16T02:03:50,3320.71,1
2024-06-16T02:03:51,2163.21,1
2024-06-16T02:03:49,4029.35,1
2024-06-16T02:03:52,1241.3,1
2024-06-16T02:03:46,6631.86,1
2024-06-16T02:03:48,4899.99,1
2024-06-16T02:03:52,915.39,1
2024-06-16T02:03:48,5446.06,1
2024-06-16T02:03:52,1775.6,1
2024-06-16T02:03:49,4623.37,1
2024-06-16T02:03:54,4108.44,1
2024-06-16T02:03:56,2332.16,1
2024-06-16T02:03:57,965.703,1
2024-06-16T02:03:54,4425.16,1
2024-06-16T02:03:55,3357.3,1
2024-06-16T02:03:53,5321.05,1
2024-06-16T02:03:46,12533.1,1
2024-06-16T02:03:58,337.623,1
2024-06-16T02:03:55,3323.26,1
2024-06-16T02:03:54,4989.65,1
2024-06-16T02:03:56,2595.96,1
2024-06-16T02:03:57,1675.6,1
2024-06-16T02:03:58,607.484,1
2024-06-16T02:03:51,8084.71,1
2024-06-16T02:03:58,303.018,1
2024-06-16T02:03:57,2171.23,1
2024-06-16T02:03:58,1007.32,1
2024-06-16T02:03:56,2246.79,1
2024-06-16T02:03:50,8843.19,1
2024-06-16T02:03:55,3495.43,1
2024-06-16T02:03:53,5834.81,1
2024-06-16T02:03:59,249.669,1
2024-06-16T02:03:53,5886.81,1
2024-06-16T02:03:59,684.357,1
2024-06-16T02:04:05,4330.32,1
2024-06-16T02:04:06,4173.96,1
2024-06-16T02:04:02,8382.66,1
2024-06-16T02:04:08,1625.82,1
2024-06-16T02:04:10,398.125,1
2024-06-16T02:04:02,7415.39,1
2024-06-16T02:04:05,4813.1,1
2024-06-16T02:04:07,3459.68,1
2024-06-16T02:04:03,7607.89,1
2024-06-16T02:04:00,9623.48,1
2024-06-16T02:03:50,19380,1
2024-06-16T02:04:04,5931.96,1
2024-06-16T02:04:00,10448.3,1
2024-06-16T02:04:03,7335.32,1
2024-06-16T02:04:00,15465.7,1
2024-06-16T02:03:55,20425.5,1
2024-06-16T02:03:59,15362.5,1
2024-06-16T02:04:13,2146.31,1
2024-06-16T02:04:04,11647.3,1
2024-06-16T02:04:09,6161.1,1
2024-06-16T02:04:11,3751.7,1
2024-06-16T02:04:08,7112.68,1
2024-06-16T02:04:06,9196.97,1
2024-06-16T02:04:11,4498.11,1
2024-06-16T02:04:03,11857.8,1
2024-06-16T02:04:01,14307.4,1
2024-06-16T02:04:10,5045.7,1
2024-06-16T02:04:10,4853.49,1
2024-06-16T02:04:01,13671.5,1
2024-06-16T02:04:11,3882.46,1
2024-06-16T02:04:12,2489.57,1
2024-06-16T02:04:08,7615.85,1
2024-06-16T02:04:14,1635.32,1
2024-06-16T02:04:01,13696,1
2024-06-16T02:04:02,12698.2,1
2024-06-16T02:04:05,10711.5,1
2024-06-16T02:04:12,3311.64,1
2024-06-16T02:04:04,10867.6,1
2024-06-16T02:04:01,14943.6,1
2024-06-16T02:04:07,8698.55,1
2024-06-16T02:04:06,9287.58,1
